node_use, park_name, items_name, easting, node_id, description, item_id, ogc_fid, pr_no, longitude, latitude, northing, nodes_name, item_type
"DOG OFF LEASH NODE","GEORGE SCARLETT PARK",null,"498,472.41","16,281","hoop jump","185,240",1033,"D0011",152.9845275,-27.54857626,"6,952,802.42","PRATTEN ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","GEORGE SCARLETT PARK",null,"498,477.09","16,281","hurdle","185,252",1034,"D0011",152.9845749,-27.54858042,"6,952,801.96","PRATTEN ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","GEORGE SCARLETT PARK",null,"498,474.07","16,281","pole set","185,251",1035,"D0011",152.9845443,-27.54848817,"6,952,812.18","PRATTEN ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"DOG OFF LEASH NODE","GEORGE SCARLETT PARK",null,"498,481.31","16,281","groomming bench","185,241",1036,"D0011",152.9846177,-27.54851905,"6,952,808.76","PRATTEN ST DOG OFF LEASH AREA","DOG EXERCISE EQUIPMENT"
"RECREATION NODE","KEONG PARK",null,"500,667.00","15,444","Static fitness equipment","112,918",1217,"D0013",153.0067472,-27.40665187,"6,968,523.00","KEONG PK FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","KEONG PARK",null,"500,661.11","15,444","gladiator bars","124,097",1218,"D0013",153.0066876,-27.40668076,"6,968,519.80","KEONG PK FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","KEONG PARK",null,"500,673.20","15,444","commando net","124,099",1219,"D0013",153.0068099,-27.40668509,"6,968,519.32","KEONG PK FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","KEONG PARK",null,"500,666.38","15,444","chin-up combo","124,098",1220,"D0013",153.0067409,-27.40671371,"6,968,516.15","KEONG PK FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","KEONG PARK",null,"500,661.89","15,444","sit ups","124,096",1221,"D0013",153.0066955,-27.40662569,"6,968,525.90","KEONG PK FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"SPORTING NODE","KEONG PARK",null,"500,587.00","30,413",null,"51,925",1222,"D0013",153.005938,-27.40743735,"6,968,436.00","KEONG PK BASKETBALL COURT & ACTIVITY SPACE","HANDBALL COURT"
"SPORTING NODE","KEONG PARK",null,"500,555.87","30,413","Component of Basketball Court","124,148",1242,"D0013",153.0056231,-27.40752791,"6,968,425.97","KEONG PK BASKETBALL COURT & ACTIVITY SPACE","REBOUND WALL"
"SPORTING NODE","KEONG PARK",null,"500,563.00","30,413","Basketball/Netball Court resurfaced with synpave","6,441",1259,"D0013",153.0056952,-27.40738319,"6,968,442.00","KEONG PK BASKETBALL COURT & ACTIVITY SPACE","SPORTING COURT"
"BALANCE OF PARK","FALLON PARK",null,"499,057.00","16,711","Bikerack","6,461",1290,"D0014",152.990461,-27.40545097,"6,968,656.00","BALANCE OF PARK","BIKE RACK"
"SPORTING NODE","FALLON PARK",null,"499,043.59","16,708","BOWLING GREEN","148,615",1309,"D0014",152.9903254,-27.4043508,"6,968,777.86","EVERTON PARK BOWLS CLUB","LAWN BOWLS/CROQUET GREEN"
"SPORTING NODE","FALLON PARK","EVERTON PARK BOWLS CLUB","499,059.43","16,708","Bowls Club","61,852",1364,"D0014",152.9904856,-27.40464558,"6,968,745.21","EVERTON PARK BOWLS CLUB","SPORTING CLUBHOUSE"
"RECREATION NODE","FENWICK PARK",null,"497,213.22","15,020","Half court basketball","6,579",1469,"D0017",152.9718082,-27.41244529,"6,967,880.99","FENWICK PK ACTIVITY SPACE","BASKETBALL/NETBALL FACILITY"
"SPORTING NODE","FENWICK PARK",null,"497,153.11","15,025",null,"169,900",1480,"D0017",152.9712,-27.41264514,"6,967,858.84","FENWICK PK CRICKET OVAL","CRICKET PITCH"
"SPORTING NODE","BANNISTER PARK",null,"506,926.48","15,663","baseball diamond","89,969",1532,"D0018",153.0700735,-27.41773208,"6,967,293.76","ALL STARS BASEBALL CLUB FACILITY","BASEBALL/SOFTBALL FACILITY"
"SPORTING NODE","BANNISTER PARK",null,"506,942.99","15,663","baseball diamond","89,993",1533,"D0018",153.0702398,-27.41664448,"6,967,414.22","ALL STARS BASEBALL CLUB FACILITY","BASEBALL/SOFTBALL FACILITY"
"SPORTING NODE","BANNISTER PARK",null,"506,867.14","15,663","standalone grandstand","89,973",1562,"D0018",153.0694733,-27.41802742,"6,967,261.08","ALL STARS BASEBALL CLUB FACILITY","GRANDSTAND"
"SPORTING NODE","BANNISTER PARK",null,"506,872.70","15,663","standalone grandstand","6,597",1563,"D0018",153.0695296,-27.41813753,"6,967,248.88","ALL STARS BASEBALL CLUB FACILITY","GRANDSTAND"
"SPORTING NODE","BANNISTER PARK",null,"506,866.72","15,663","judges box","89,968",1574,"D0018",153.0694692,-27.4181567,"6,967,246.76","ALL STARS BASEBALL CLUB FACILITY","SPORTING CLUBHOUSE"
"RECREATION NODE","THE BEIRNE PARK",null,"506,853.50","33,544","Combo #4 Chet/Back Press","182,277",1593,"D0019",153.069336,-27.41917477,"6,967,134.00","RECREATION NODE","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","THE BEIRNE PARK",null,"506,855.74","33,544","Combo #8 Plymetrics","182,278",1594,"D0019",153.0693587,-27.41918045,"6,967,133.37","RECREATION NODE","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","THE BEIRNE PARK",null,"506,854.14","33,544","Pull Up / Dip","182,279",1595,"D0019",153.0693425,-27.41918732,"6,967,132.61","RECREATION NODE","FITNESS EXERCISE EQUIPMENT"
"PLAYGROUND NODE","THE BEIRNE PARK",null,"506,808.87","15,658","aero glider","89,954",1653,"D0019",153.0688843,-27.41887824,"6,967,166.87","THE BEIRNE PK PLAYGROUND","UPPER BODY EQUIPMENT"
"RECREATION NODE","W. A. JOLLY PARK",null,"503,033.33","21,803","Tennis hit up wall with concrete base","50,721",1680,"D0020",153.0306893,-27.42447185,"6,966,548.80","W. A. JOLLY PK REBOUND WALL","REBOUND WALL"
"RECREATION ACCESS","A. J. JONES RECREATION RESERVE",null,"504,241.36","24,605","Norman Ck Bikeway","13,268",1704,"D0021",153.0429422,-27.50397059,"6,957,742.64","A.J.JONES REC RES SHARED PATHWAY","BIKEWAY"
"SPORTING NODE","A. J. JONES RECREATION RESERVE",null,"504,210.00","14,623","Cricket Pitch - Concrete","54,304",1720,"D0021",153.0426251,-27.5050237,"6,957,626.00","A J JONES REC RES CRICKET FIELDS","SPORT FACILITY COMPONENT"
"RECREATION NODE","J.F. O'GRADY MEMORIAL PARK",null,"502,374.50","14,262","Pool replica bowl & street area (The Wal Costello Skate Ramp)","33,582",1746,"D0022",153.0240417,-27.50733543,"6,957,370.43","J.F. O'GRADY PK SKATE FACILITY","SKATE FACILITY"
"SPORTING NODE","J.F. O'GRADY MEMORIAL PARK","BRISBANE RUGBY LEAGUE REFEREES","502,301.71","14,258",null,"61,896",1747,"D0022",153.0233047,-27.50752297,"6,957,349.67","BRISBANE RUGBY LEAGUE REFEREES FACILITY","SPORTING CLUBHOUSE"
"RECREATION ACCESS","ROBINSON PARK (FAIRFIELD)",null,"502,319.40","26,641",null,"174,491",1764,"D0023",153.0234841,-27.50911448,"6,957,173.38","ROBINSON PK SHARED PATHWAY","BIKEWAY"
"RECREATION NODE","KEITH PAYNE PARK",null,"502,153.91","16,470","Half Basketball","13,322",1812,"D0024",153.0217891,-27.41017074,"6,968,133.06","KEITH PAYNE PK HALF COURT","BASKETBALL/NETBALL FACILITY"
"RECREATION NODE","KEITH PAYNE PARK",null,"502,154.00","16,470","basketball hoop","125,601",1813,"D0024",153.02179,-27.41019836,"6,968,130.00","KEITH PAYNE PK HALF COURT","BASKETBALL/NETBALL FACILITY"
"BALANCE OF PARK","GIFFIN PARK",null,"505,496.61","14,613","Concrete","30,394",1867,"D0025",153.0556409,-27.48370104,"6,959,987.34","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","GIFFIN PARK",null,"505,447.60","14,613","pedestrian","102,306",1868,"D0025",153.0551448,-27.48365718,"6,959,992.22","BALANCE OF PARK","BIKEWAY"
"SPORTING NODE","GIFFIN PARK",null,"505,514.83","14,611","QAFL clubhouse","61,897",1951,"D0025",153.0558263,-27.48560812,"6,959,776.09","BRISBANE LIONS AFL FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","GIFFIN PARK",null,"505,474.11","14,611","Australian Rules Football","13,349",1952,"D0025",153.0554137,-27.48468301,"6,959,878.58","BRISBANE LIONS AFL FACILITY","SPORTING FIELD"
"BALANCE OF PARK","QUINN'S STREET PARK",null,"507,050.68","17,400","pedestrian","13,369",1966,"D0027",153.0713566,-27.45908539,"6,962,713.14","BALANCE OF PARK","BIKEWAY"
"SPORTING NODE","QUINN'S STREET PARK",null,"507,078.56","17,399","Lawn Bowls","113,788",1982,"D0027",153.0716384,-27.45855801,"6,962,771.54","BALMORAL HTS MEMORIAL BOWLING CLUB","LAWN BOWLS/CROQUET GREEN"
"SPORTING NODE","QUINN'S STREET PARK",null,"507,097.11","17,399","Lawn Bowls","13,365",1983,"D0027",153.0718259,-27.45816709,"6,962,814.83","BALMORAL HTS MEMORIAL BOWLING CLUB","LAWN BOWLS/CROQUET GREEN"
"SPORTING NODE","BALMORAL PARK",null,"506,454.39","23,163",null,"164,598",2156,"D0028",153.0653305,-27.4737721,"6,961,086.67","BALMORAL PK JR CRICKET FIELD","CRICKET PITCH"
"SPORTING NODE","BALMORAL PARK",null,"506,705.44","17,385","lawn bowls","13,466",2212,"D0028",153.067871,-27.47289788,"6,961,183.37","BALMORAL BOWLS CLUB","LAWN BOWLS/CROQUET GREEN"
"SPORTING NODE","BALMORAL PARK",null,"506,666.15","17,385","lawn bowls","164,634",2213,"D0028",153.0674732,-27.47270307,"6,961,204.97","BALMORAL BOWLS CLUB","LAWN BOWLS/CROQUET GREEN"
"SPORTING NODE","BALMORAL PARK","BALMORAL BOWLS CLUB","506,667.95","17,385","Bowls Club","61,899",2327,"D0028",153.0674916,-27.47303475,"6,961,168.23","BALMORAL BOWLS CLUB","SPORTING CLUBHOUSE"
"SPORTING NODE","MERRY STREET PARK",null,"505,505.84","17,380","no net","114,297",2384,"D0029",153.0557148,-27.4448958,"6,964,285.66","BULIMBA JR SPORTS CLUB FACILITY","PRACTICE CRICKET NET"
"SPORTING NODE","MERRY STREET PARK",null,"505,552.01","17,380","goalpost","114,298",2402,"D0029",153.0561818,-27.44448159,"6,964,331.52","BULIMBA JR SPORTS CLUB FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","MERRY STREET PARK",null,"505,478.56","17,380","goalpost","114,299",2403,"D0029",153.0554385,-27.44433202,"6,964,348.12","BULIMBA JR SPORTS CLUB FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","MERRY STREET PARK",null,"505,463.75","17,380","goalpost","114,300",2404,"D0029",153.0552891,-27.44517882,"6,964,254.33","BULIMBA JR SPORTS CLUB FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","MERRY STREET PARK",null,"505,538.16","17,380","Rugby Goal Posts","69,324",2405,"D0029",153.0560421,-27.4453681,"6,964,233.33","BULIMBA JR SPORTS CLUB FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","MERRY STREET PARK",null,"505,534.71","17,380","Bulimba Jr Sports Club Change Rm & Hall","61,900",2406,"D0029",153.0560074,-27.44575587,"6,964,190.38","BULIMBA JR SPORTS CLUB FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","MERRY STREET PARK",null,"505,545.54","17,380","Rugby League Field 2","69,318",2407,"D0029",153.0561166,-27.4449276,"6,964,282.12","BULIMBA JR SPORTS CLUB FACILITY","SPORTING FIELD"
"SPORTING NODE","MERRY STREET PARK",null,"505,472.29","17,380","Rugby League Field 1","27,605",2408,"D0029",153.0553753,-27.44473614,"6,964,303.36","BULIMBA JR SPORTS CLUB FACILITY","SPORTING FIELD"
"OPEN SPACE BUILDING NODE","BULIMBA MEMORIAL PARK",null,"505,572.62","23,164","Bulimba Memorial Pk Heritage Grandstand","18,538",2487,"D0030",153.0563943,-27.4521025,"6,963,487.37","BULIMBA MEMORIAL PK GRANDSTAND","GRANDSTAND"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,695.81","17,378","soccer goal","114,058",2591,"D0030",153.0576407,-27.45171812,"6,963,529.89","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,688.71","17,378","goalposts","114,061",2592,"D0030",153.0575695,-27.45286723,"6,963,402.61","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,581.53","17,378","Soccer Goal Posts Field 1","69,362",2593,"D0030",153.0564847,-27.45270075,"6,963,421.10","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,697.95","17,378","goalposts","114,064",2594,"D0030",153.0576624,-27.45172298,"6,963,529.35","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,590.37","17,378","goalposts","114,063",2595,"D0030",153.0565736,-27.45155163,"6,963,548.38","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,579.65","17,378","goalposts","114,062",2596,"D0030",153.0564657,-27.45270076,"6,963,421.10","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,686.03","17,378","soccer goal","114,060",2597,"D0030",153.0575424,-27.45286363,"6,963,403.01","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,591.31","17,378","soccer goal","114,059",2598,"D0030",153.0565831,-27.45155406,"6,963,548.11","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,577.32","17,378","Southside eagles soccer club (duplicates 53938)","114,048",2599,"D0030",153.0564419,-27.45226571,"6,963,469.29","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,560.76","17,378","Southside Eagles Clubhouse","61,959",2600,"D0030",153.0562748,-27.45319024,"6,963,366.89","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,617.70","17,378","soccer","113,892",2601,"D0030",153.0568505,-27.45216099,"6,963,480.87","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORTING FIELD"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,670.72","17,378","soccer","113,893",2602,"D0030",153.0573871,-27.45224627,"6,963,471.40","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORTING FIELD"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,669.83","17,378","Soccer Field 3","18,562",2603,"D0030",153.0573778,-27.4516767,"6,963,534.49","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORTING FIELD"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,633.59","17,378","Soccer Field 1","18,561",2604,"D0030",153.0570116,-27.45277772,"6,963,412.55","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORTING FIELD"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,617.50","17,378","Soccer Field 4 (Training)","69,359",2605,"D0030",153.0568482,-27.45160469,"6,963,542.49","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORTING FIELD"
"SPORTING NODE","BULIMBA MEMORIAL PARK",null,"505,708.83","17,378","soccer","113,894",2606,"D0030",153.0577731,-27.4528639,"6,963,402.97","SOUTHSIDE EAGLES SOCCER & CRICKET FACILITY","SPORTING FIELD"
"PLAYGROUND NODE","BULIMBA MEMORIAL PARK",null,"505,732.87","17,377","firemans pole","114,012",2612,"D0030",153.0580158,-27.45172555,"6,963,529.05","BULIMBA MEMORIAL PK PLAYGROUND","UPPER BODY EQUIPMENT"
"SPORTING NODE","HEMMANT RECREATION RESERVE","BASKETBALL COURT","512,378.33","23,166","Basketball Court","179,599",2617,"D0031",153.1252663,-27.45127776,"6,963,573.75","HEMMANT REC RES JR CRICKET FIELD","BASKETBALL/NETBALL FACILITY"
"SPORTING NODE","HEMMANT RECREATION RESERVE",null,"512,328.00","23,166","Cricket Pitch","54,233",2649,"D0031",153.1247556,-27.45003009,"6,963,712.00","HEMMANT REC RES JR CRICKET FIELD","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","HEMMANT RECREATION RESERVE","CRICKET PITCH - NO SYNTHETIC TURF","512,324.94","13,913","Cricket Pitch - no synthetic turf","179,598",2650,"D0031",153.1247252,-27.45058706,"6,963,650.31","HEMMANT SCOUTS","SPORTING FIELD"
"SPORTING NODE","BARRACK ROAD PARK",null,"508,785.95","13,904","football goalposts","162,298",2670,"D0032",153.0889204,-27.46152467,"6,962,441.83","BUNYA ST SPORTING FIELD","SPORT FACILITY COMPONENT"
"SPORTING NODE","BARRACK ROAD PARK",null,"508,801.66","13,904","football goal posts","162,299",2671,"D0032",153.0890786,-27.4606308,"6,962,540.83","BUNYA ST SPORTING FIELD","SPORT FACILITY COMPONENT"
"BALANCE OF PARK","BARRACK ROAD PARK",null,"507,770.00","21,571","football field","125,377",2672,"D0032",153.0785529,-27.34099556,"6,975,793.00","BALANCE OF PARK","SPORTING FIELD"
"PLAYGROUND NODE","REGENT PARK",null,"507,960.91","13,895","basketball half court","18,619",2675,"D0033",153.0805749,-27.46784699,"6,961,742.09","REGENT PK PLAYGROUND & HALF COURT","BASKETBALL/NETBALL FACILITY"
"PARK BOOKING & EVENT SPACE","REGENT PARK",null,"508,040.47","23,167","Cricket Pitch","54,234",2682,"D0033",153.0813802,-27.46786187,"6,961,740.39","REGENT PK JR CRICKET FIELD","CRICKET PITCH"
"SPORTING NODE","REGENT PARK",null,"507,955.76","13,893","bowls green","18,633",2700,"D0033",153.0805235,-27.46883315,"6,961,632.86","CANNON HILL BOWLS CLUB","LAWN BOWLS/CROQUET GREEN"
"SPORTING NODE","REGENT PARK",null,"507,999.53","13,893","bowls green","176,258",2701,"D0033",153.0809666,-27.46889871,"6,961,625.57","CANNON HILL BOWLS CLUB","LAWN BOWLS/CROQUET GREEN"
"PLAYGROUND NODE","REGENT PARK",null,"507,962.97","13,895","Basketball hoop","162,864",2721,"D0033",153.0805958,-27.46787831,"6,961,738.62","REGENT PK PLAYGROUND & HALF COURT","RECREATION FACILITY COMPONENT"
"SPORTING NODE","REGENT PARK",null,"507,992.84","13,893","CANNON HILL BOWLS CLUB","61,960",2734,"D0033",153.0808986,-27.46857492,"6,961,661.44","CANNON HILL BOWLS CLUB","SPORTING CLUBHOUSE"
"PARK BOOKING & EVENT SPACE","REGENT PARK",null,"508,038.44","23,167","Cricket field","18,630",2735,"D0033",153.0813596,-27.4678571,"6,961,740.92","REGENT PK JR CRICKET FIELD","SPORTING FIELD"
"BALANCE OF PARK","BILL CASH MEMORIAL PARK",null,"508,460.33","13,887","practice football goal posts","162,154",2746,"D0034",153.0856284,-27.46616459,"6,961,928.11","BALANCE OF PARK","ATHLETIC FACILITY"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,484.73","13,891","AFL goal posts","175,989",2747,"D0034",153.0858763,-27.46732643,"6,961,799.40","STARS RUGBY LEAGUE FACILITY","ATHLETIC FACILITY"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,499.44","13,891","football goal posts","175,990",2748,"D0034",153.0860245,-27.46642571,"6,961,899.16","STARS RUGBY LEAGUE FACILITY","ATHLETIC FACILITY"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,534.93","13,886","netball hoop","162,123",2838,"D0034",153.0863847,-27.46772497,"6,961,755.22","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,507.80","13,886","netball hoop","162,134",2839,"D0034",153.0861099,-27.46746081,"6,961,784.50","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,491.74","13,886","netball hoop","162,133",2840,"D0034",153.0859473,-27.46743852,"6,961,786.98","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,475.24","13,886","netball hoop","162,132",2841,"D0034",153.0857803,-27.46741406,"6,961,789.70","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,470.16","13,886","netball hoop","162,131",2842,"D0034",153.0857291,-27.46768051,"6,961,760.19","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,486.55","13,886","netball hoop","162,130",2843,"D0034",153.085895,-27.46770379,"6,961,757.60","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,503.05","13,886","netball hoop","162,129",2844,"D0034",153.086062,-27.46772924,"6,961,754.77","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,563.42","13,886","netball hoop","162,128",2845,"D0034",153.086673,-27.46765032,"6,961,763.47","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,567.83","13,886","netball hoop","162,125",2846,"D0034",153.0867177,-27.4677635,"6,961,750.93","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,597.79","13,886","netball hoop","162,126",2847,"D0034",153.087021,-27.46780827,"6,961,745.95","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,564.43","13,886","netball hoop","162,124",2848,"D0034",153.0866833,-27.46776153,"6,961,751.15","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,568.05","13,886","netball hoop","162,127",2849,"D0034",153.0867196,-27.46738288,"6,961,793.09","CANNON HILL NETBALL FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,540.71","13,886","CANNON HILL STARS RIGBY LEAGUE CLUB","61,962",2850,"D0034",153.0864426,-27.46699439,"6,961,836.14","CANNON HILL NETBALL FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","BILL CASH MEMORIAL PARK","QLD GOV SPORT REC BUILDING FOR NETBALL","508,579.74","13,891",null,"61,963",2851,"D0034",153.0868381,-27.46758016,"6,961,771.23","STARS RUGBY LEAGUE FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,582.42","13,886","netball court","175,983",2852,"D0034",153.0868654,-27.46778652,"6,961,748.37","CANNON HILL NETBALL FACILITY","SPORTING COURT"
"SPORTING NODE","BILL CASH MEMORIAL PARK",null,"508,488.94","13,886","netball court","162,116",2853,"D0034",153.0859191,-27.46757197,"6,961,772.20","CANNON HILL NETBALL FACILITY","SPORTING COURT"
